age,gender,height_cm,current_weight,bmi,goal,daily_water_ml,weekly_workouts,weekly_workout_duration,weekly_calories_burned,predicted_weight_after_30_days
49,Male,188,125.4,35.5,Maintenance,2956,4,212,2940,124.1
23,Female,158,117.2,46.9,General Fitness,2839,4,460,1448,116.4
55,Female,178,46.5,14.7,General Fitness,1067,7,476,3395,47.8
34,Female,178,102.1,32.2,General Fitness,2642,1,78,254,101.5
27,Male,169,63.5,22.2,Muscle Gain,4405,0,0,0,64.8
44,Female,148,95.8,43.7,Muscle Gain,2020,7,644,1624,96.4
52,Female,196,135.7,35.3,Weight Loss,2100,3,165,2271,134.0
38,Female,199,127.9,32.3,Maintenance,2562,7,273,6510,128.4
42,Female,170,80.5,27.9,Weight Loss,3903,2,212,790,79.3
45,Female,160,69.2,27.0,Weight Loss,4226,6,522,5784,65.0
32,Female,154,63.4,26.7,General Fitness,4143,0,0,0,63.0
21,Male,189,93.3,26.1,Muscle Gain,2524,5,510,4985,94.2
46,Male,146,51.4,24.1,Weight Loss,2470,6,600,5682,48.0
26,Female,179,94.9,29.6,Weight Loss,2715,2,136,1580,92.6
44,Female,163,40.1,15.1,Weight Loss,2582,0,0,0,41.0
43,Male,150,72.4,32.2,General Fitness,4825,4,316,3228,71.6
36,Male,163,62.0,23.3,General Fitness,2382,2,90,854,61.8
45,Male,197,137.1,35.3,Muscle Gain,2300,0,0,0,137.3
34,Female,196,112.7,29.3,Weight Loss,3930,3,240,1302,110.4
60,Female,195,75.0,19.7,Weight Loss,2336,4,176,1204,72.2
58,Female,152,49.3,21.3,Muscle Gain,4176,7,826,6741,51.1
59,Female,158,91.7,36.7,Muscle Gain,4018,2,134,678,91.9
37,Male,154,61.3,25.8,Muscle Gain,4166,5,540,4270,61.2
57,Male,147,93.6,43.3,Maintenance,2242,7,826,6657,93.5
56,Male,182,123.5,37.3,Muscle Gain,2705,5,500,2325,124.8
40,Male,173,101.6,33.9,General Fitness,2901,2,238,1082,102.1
49,Female,159,103.4,40.9,Maintenance,2967,0,0,0,103.6
50,Female,167,94.1,33.7,Muscle Gain,4866,7,777,5138,94.6
22,Male,167,132.7,47.6,General Fitness,4199,7,350,5054,133.2
60,Male,162,133.2,50.8,Muscle Gain,3247,2,90,430,133.0
51,Male,190,91.3,25.3,Muscle Gain,5000,6,576,4560,91.6
57,Male,163,70.6,26.6,Maintenance,3379,4,376,2140,71.6
28,Male,172,86.0,29.1,General Fitness,3594,1,42,589,86.2
20,Female,170,58.7,20.3,Weight Loss,4937,7,651,2583,57.0
50,Female,154,103.6,43.7,Muscle Gain,2679,5,450,1590,104.9
28,Male,191,90.0,24.7,Maintenance,2315,7,427,1687,90.0
33,Male,148,50.3,23.0,General Fitness,3113,7,287,1463,50.6
35,Male,199,59.8,15.1,Muscle Gain,1730,0,0,0,60.0
47,Female,146,88.0,41.3,Weight Loss,1567,3,285,2001,85.8
27,Female,147,128.8,59.6,General Fitness,3704,7,259,1736,128.7
35,Female,151,96.6,42.4,General Fitness,3451,2,176,1952,96.8
55,Male,199,108.2,27.3,Maintenance,2748,4,216,1624,107.2
36,Female,160,73.9,28.9,Muscle Gain,2629,2,68,1756,74.3
53,Male,175,97.1,31.7,Muscle Gain,3665,3,222,2139,99.1
30,Female,154,84.7,35.7,General Fitness,1595,4,124,3116,85.2
20,Female,163,105.9,39.9,Muscle Gain,1647,3,213,1227,106.5
27,Female,172,45.1,15.2,General Fitness,3193,4,268,1352,46.0
55,Male,161,89.3,34.5,Weight Loss,3808,1,32,236,87.2
18,Male,172,69.6,23.5,Maintenance,2553,5,375,2085,70.6
44,Female,163,72.6,27.3,Muscle Gain,4473,4,204,2620,73.7
25,Male,181,136.1,41.5,Muscle Gain,1124,3,186,2133,136.7
59,Male,167,58.3,20.9,Maintenance,2537,0,0,0,58.6
34,Male,164,71.1,26.4,Weight Loss,2355,7,322,2653,68.0
26,Male,157,91.0,36.9,Weight Loss,1479,5,555,3580,87.2
23,Male,157,126.3,51.2,Weight Loss,2001,7,595,2303,123.3
60,Male,187,81.7,23.4,Weight Loss,1711,6,192,5064,77.6
42,Male,155,114.4,47.6,Weight Loss,2970,1,99,810,112.7
56,Female,192,125.6,34.1,General Fitness,4721,2,156,1742,126.1
45,Male,159,71.0,28.1,Muscle Gain,3762,1,84,947,72.6
50,Male,161,79.3,30.6,Muscle Gain,2421,1,106,858,79.9
54,Female,198,75.7,19.3,Muscle Gain,2817,2,120,1116,76.9
26,Female,194,123.3,32.8,General Fitness,1814,4,440,3304,123.6
35,Female,172,44.4,15.0,Maintenance,4101,7,350,1421,44.7
38,Female,163,70.8,26.6,Weight Loss,1055,1,45,798,69.1
19,Male,148,107.9,49.3,Maintenance,2654,7,322,5299,107.5
60,Female,166,96.5,35.0,Weight Loss,1131,5,150,1410,95.2
55,Female,166,83.6,30.3,Weight Loss,1230,7,707,2471,81.2
57,Male,199,94.0,23.7,Maintenance,1394,1,94,705,92.6
53,Male,181,59.8,18.3,Muscle Gain,4223,0,0,0,60.9
60,Male,183,83.1,24.8,General Fitness,4573,5,330,4965,82.6
54,Female,178,90.2,28.5,Maintenance,1981,0,0,0,90.2
32,Male,177,130.1,41.5,Muscle Gain,4010,5,565,4110,130.5
45,Female,188,66.1,18.7,Weight Loss,1932,3,273,2484,63.6
35,Male,186,126.8,36.7,Muscle Gain,2529,2,100,592,128.3
51,Male,184,104.4,30.8,Weight Loss,2409,5,330,2405,103.5
39,Female,177,42.0,13.4,Weight Loss,3955,5,320,4500,41.0
28,Male,156,112.5,46.2,Muscle Gain,1532,4,268,3196,113.6
30,Male,146,43.6,20.5,Weight Loss,1964,7,574,5586,40.3
21,Male,172,139.7,47.2,General Fitness,3495,4,176,2948,139.1
39,Male,154,127.3,53.7,Muscle Gain,4651,7,497,4396,129.5
24,Male,166,69.7,25.3,Maintenance,3173,3,99,2226,69.7
60,Female,161,65.7,25.3,Weight Loss,1554,4,272,1300,63.6
41,Female,170,78.1,27.0,Weight Loss,3741,6,648,5454,74.3
21,Male,147,75.6,35.0,General Fitness,3536,7,364,3500,75.2
45,Female,151,77.2,33.9,General Fitness,3659,6,264,4452,78.1
32,Female,188,71.8,20.3,Maintenance,3938,4,476,2264,71.4
18,Female,152,102.1,44.2,Weight Loss,3493,6,246,5658,97.9
20,Male,164,56.4,21.0,Maintenance,2493,7,777,1708,56.7
31,Male,156,124.6,51.2,Maintenance,4420,0,0,0,124.0
55,Male,179,121.2,37.8,Weight Loss,3555,6,666,3090,118.2
18,Female,161,87.6,33.8,Maintenance,3504,4,332,1552,87.2
55,Female,172,125.3,42.4,Maintenance,4033,4,468,1004,125.0
55,Male,185,64.7,18.9,General Fitness,4979,6,402,4578,64.7
38,Male,154,41.8,17.6,General Fitness,4823,7,399,3717,40.7
46,Female,166,101.9,37.0,Maintenance,1384,3,324,2094,102.7
22,Female,182,85.8,25.9,Weight Loss,1711,3,144,1551,83.2
27,Male,177,96.7,30.9,General Fitness,3976,7,686,4263,96.6
45,Female,166,129.9,47.1,Maintenance,2471,1,93,522,130.0
38,Female,188,137.0,38.8,Muscle Gain,4699,4,132,3160,138.2
24,Female,181,103.4,31.6,Muscle Gain,4186,4,440,3040,104.3
20,Female,157,116.4,47.2,Maintenance,3499,5,195,2145,116.6
37,Female,171,48.4,16.6,Muscle Gain,1653,4,164,2172,49.8
36,Female,159,56.1,22.2,General Fitness,2142,0,0,0,55.9
52,Female,166,113.3,41.1,Weight Loss,2116,6,216,4530,110.5
21,Male,174,83.1,27.4,Maintenance,4981,5,365,2455,83.1
22,Male,187,84.6,24.2,General Fitness,3568,4,208,2544,85.2
18,Female,184,70.9,20.9,Weight Loss,2608,0,0,0,69.8
21,Female,181,100.7,30.7,Muscle Gain,1537,1,66,418,101.4
29,Female,178,58.5,18.5,Muscle Gain,2456,5,490,3665,59.4
44,Male,188,102.7,29.1,Muscle Gain,4822,6,294,5046,103.9
59,Male,178,57.4,18.1,Muscle Gain,2897,6,714,4308,59.4
40,Female,192,46.4,12.6,General Fitness,3192,7,511,6881,46.1
42,Male,197,73.0,18.8,General Fitness,2091,7,693,4697,72.5
38,Female,179,63.1,19.7,Weight Loss,1699,2,206,1098,60.8
41,Female,186,128.9,37.3,Maintenance,2901,4,320,972,128.7
42,Female,163,45.5,17.1,Weight Loss,3178,5,545,4755,41.9
49,Female,152,57.7,25.0,Maintenance,1732,6,360,1584,57.5
49,Female,183,94.9,28.3,Muscle Gain,2304,3,210,1335,95.6
22,Female,177,88.1,28.1,Muscle Gain,2812,5,435,3920,88.9
53,Female,188,44.6,12.6,Muscle Gain,2675,3,102,810,45.3
59,Male,172,40.7,13.8,Muscle Gain,4637,4,248,3632,42.8
59,Female,181,138.8,42.4,General Fitness,1512,0,0,0,138.9
56,Male,192,105.9,28.7,Weight Loss,3687,3,144,1071,104.7
33,Female,169,76.5,26.8,Maintenance,1000,5,305,3370,75.7
50,Female,180,87.0,26.9,Maintenance,4756,7,812,1568,87.6
38,Male,161,66.7,25.7,General Fitness,2965,5,160,3910,65.6
26,Male,168,74.5,26.4,Muscle Gain,1431,6,180,2532,74.9
23,Female,165,104.9,38.5,Weight Loss,3438,7,490,2513,102.8
52,Male,146,128.3,60.2,Muscle Gain,2289,3,231,822,129.2
56,Female,175,58.4,19.1,General Fitness,1398,1,68,337,58.0
39,Female,188,124.0,35.1,Maintenance,1807,6,204,4068,123.3
58,Male,177,52.2,16.7,General Fitness,2279,1,106,752,52.7
22,Male,174,61.5,20.3,Maintenance,3442,1,40,502,61.2
59,Male,156,43.7,18.0,Weight Loss,1951,3,153,1758,41.3
40,Male,188,54.1,15.3,Maintenance,3221,3,348,2013,54.4
34,Female,156,131.7,54.1,Weight Loss,2068,5,465,2665,129.7
29,Male,195,85.9,22.6,Muscle Gain,1854,4,164,2032,88.1
40,Male,193,47.8,12.8,Muscle Gain,4212,4,328,2908,48.4
33,Male,196,136.0,35.4,General Fitness,3586,0,0,0,136.5
20,Male,168,127.9,45.3,Weight Loss,1744,7,574,5173,124.0
47,Male,168,115.5,40.9,Muscle Gain,3768,3,150,1086,116.0
39,Female,155,133.3,55.5,Weight Loss,3097,6,288,1524,132.1
26,Female,157,62.0,25.2,Muscle Gain,4132,7,686,6895,63.7
46,Male,171,123.6,42.3,Muscle Gain,1242,6,702,3924,124.5
54,Male,152,109.0,47.2,Maintenance,4340,7,707,3528,109.1
40,Female,154,127.0,53.6,General Fitness,2163,4,380,1204,127.3
30,Male,152,119.7,51.8,Maintenance,4228,4,352,3012,119.5
49,Female,164,74.6,27.7,Weight Loss,3644,1,78,974,73.1
40,Female,152,117.4,50.8,Muscle Gain,2619,1,88,587,119.0
34,Male,153,66.2,28.3,General Fitness,1275,6,312,5292,66.4
57,Female,151,72.9,32.0,Muscle Gain,4102,6,192,2442,73.4
38,Male,158,50.8,20.3,Muscle Gain,1007,1,85,514,51.3
19,Male,172,133.5,45.1,Maintenance,4863,2,174,496,132.6
54,Female,146,69.1,32.4,Weight Loss,1714,7,819,5397,64.5
23,Female,187,92.1,26.3,General Fitness,2958,4,364,2868,92.5
35,Male,152,79.1,34.2,General Fitness,3080,1,47,347,79.2
47,Female,157,136.0,55.2,General Fitness,1809,1,90,998,136.7
39,Male,165,73.5,27.0,Weight Loss,4726,3,198,1230,71.6
50,Female,191,117.9,32.3,General Fitness,4523,6,498,3426,117.6
47,Female,172,125.5,42.4,Weight Loss,2472,5,535,4305,121.2
34,Male,179,83.6,26.1,General Fitness,1927,1,94,796,83.6
60,Male,167,77.8,27.9,Muscle Gain,4978,3,129,2613,79.6
49,Male,190,114.8,31.8,Weight Loss,1861,0,0,0,113.5
59,Female,159,131.3,51.9,Maintenance,1036,1,91,873,131.0
31,Male,146,115.5,54.2,General Fitness,4730,5,150,3490,114.3
27,Male,195,62.7,16.5,Maintenance,4811,3,276,1062,62.5
53,Female,156,128.8,52.9,Weight Loss,3081,5,480,2145,125.7
51,Female,196,78.8,20.5,Muscle Gain,1454,1,49,499,79.9
26,Male,180,97.6,30.1,Maintenance,1443,0,0,0,97.4
59,Male,147,123.1,57.0,Maintenance,4308,1,114,872,122.2
45,Male,149,58.8,26.5,Muscle Gain,1211,3,213,1338,60.7
28,Male,147,118.5,54.8,Muscle Gain,4892,0,0,0,119.2
31,Female,191,99.6,27.3,Weight Loss,4211,0,0,0,98.2
56,Female,163,129.3,48.7,General Fitness,3749,0,0,0,129.0
36,Male,146,57.2,26.8,Maintenance,3655,2,136,506,56.2
32,Male,188,82.1,23.2,Maintenance,2729,3,273,1266,81.7
45,Male,181,123.3,37.6,Weight Loss,1981,2,154,1930,122.1
41,Female,198,41.9,10.7,General Fitness,3408,5,175,3895,42.5
25,Male,161,51.2,19.8,Weight Loss,3351,0,0,0,50.6
60,Male,158,139.1,55.7,Maintenance,1295,2,142,1332,139.2
26,Female,172,68.0,23.0,Maintenance,1151,1,87,956,68.6
50,Female,171,137.6,47.1,Muscle Gain,2969,2,144,1370,139.9
50,Male,198,58.3,14.9,Muscle Gain,4294,4,156,3004,60.2
36,Male,154,76.1,32.1,General Fitness,2219,5,590,3215,76.5
20,Female,147,115.3,53.4,Maintenance,1599,0,0,0,115.7
27,Male,180,105.8,32.7,Maintenance,2322,0,0,0,105.0
57,Male,182,98.1,29.6,Muscle Gain,2552,6,252,5094,99.8
59,Female,200,93.0,23.2,Weight Loss,2511,7,728,3437,89.6
18,Female,169,124.3,43.5,Weight Loss,3258,5,340,2045,121.8
46,Female,166,63.5,23.0,Maintenance,1231,5,200,4415,64.1
51,Male,192,84.2,22.8,Maintenance,3917,3,135,2688,83.8
30,Female,183,55.5,16.6,General Fitness,3742,1,62,951,55.6
18,Female,191,99.6,27.3,General Fitness,4745,6,534,2460,100.0
51,Male,174,65.1,21.5,Muscle Gain,1366,5,440,4310,66.3
46,Male,165,73.4,27.0,Maintenance,1480,6,618,3522,73.0
30,Female,174,87.1,28.8,Weight Loss,4653,5,400,2975,85.3
46,Female,172,42.7,14.4,General Fitness,1571,6,264,1938,42.2
56,Male,175,49.2,16.1,Muscle Gain,2202,3,327,2280,51.0
41,Male,196,108.6,28.3,Muscle Gain,2507,5,360,1615,109.5
43,Female,170,82.9,28.7,Weight Loss,2612,2,112,534,80.8
34,Female,187,126.5,36.2,General Fitness,4566,4,340,2696,126.8
24,Male,166,109.5,39.7,Weight Loss,2570,4,356,2228,108.1
30,Female,165,40.8,15.0,Muscle Gain,1929,4,396,3768,41.7
22,Male,145,101.7,48.4,Maintenance,2039,5,380,3275,101.9
43,Female,181,49.4,15.1,Weight Loss,3513,6,222,3270,46.7
20,Male,157,118.1,47.9,Muscle Gain,2425,4,368,2880,119.7
24,Male,165,139.2,51.1,Maintenance,3341,1,118,977,139.1
56,Female,190,93.1,25.8,Maintenance,1170,2,72,1672,93.3
18,Female,153,108.3,46.3,General Fitness,2055,4,440,3292,108.5
34,Male,161,63.7,24.6,General Fitness,3310,0,0,0,64.3
60,Female,191,83.8,23.0,Muscle Gain,2238,5,230,2635,85.3
42,Female,165,125.6,46.1,Weight Loss,3006,2,66,1058,124.3
20,Female,175,56.7,18.5,Maintenance,3605,1,55,765,57.2
32,Male,183,66.6,19.9,General Fitness,1188,4,428,2504,66.8
46,Female,198,84.5,21.6,General Fitness,1785,1,101,642,83.9
60,Female,166,111.2,40.4,Weight Loss,1582,5,490,4000,108.0
49,Male,156,77.6,31.9,General Fitness,4049,4,136,1176,78.4
43,Female,199,132.8,33.5,Muscle Gain,2831,0,0,0,134.6
33,Female,150,49.4,22.0,Weight Loss,1599,2,196,1300,47.8
42,Male,197,77.1,19.9,Maintenance,1845,6,192,3096,76.9
45,Male,160,110.9,43.3,Muscle Gain,4332,0,0,0,111.9
26,Female,170,62.6,21.7,Maintenance,3029,4,120,3508,63.1
18,Female,149,105.6,47.6,Maintenance,2205,3,111,2814,104.8
46,Male,153,56.4,24.1,General Fitness,4576,7,294,5929,56.2
39,Male,190,45.6,12.6,Muscle Gain,3389,2,226,1552,46.4
33,Female,184,52.1,15.4,Muscle Gain,1953,1,99,204,53.3
58,Female,158,133.0,53.3,Weight Loss,3069,4,316,3324,130.4
58,Female,188,95.2,26.9,Muscle Gain,2097,0,0,0,95.8
24,Male,186,119.6,34.6,Weight Loss,2625,5,295,4650,116.1
31,Female,174,73.3,24.2,Muscle Gain,2870,6,414,4524,74.5
46,Male,196,99.3,25.8,Maintenance,1165,3,324,1161,99.7
36,Male,196,89.5,23.3,Weight Loss,3024,6,618,1350,87.4
36,Male,170,134.6,46.6,Muscle Gain,1233,5,310,4890,135.3
19,Female,197,114.8,29.6,Weight Loss,2398,4,408,1444,114.3
58,Female,189,113.1,31.7,General Fitness,2456,7,567,6608,112.6
32,Female,173,44.6,14.9,General Fitness,1640,1,62,329,44.6
20,Male,163,95.0,35.8,Weight Loss,2357,0,0,0,93.9
28,Female,191,86.7,23.8,Weight Loss,2827,2,214,1218,85.4
47,Male,152,132.8,57.5,Maintenance,1606,3,198,2517,132.9
57,Male,167,65.7,23.6,Muscle Gain,1539,4,396,3148,66.3
35,Male,197,67.0,17.3,General Fitness,4937,4,392,1088,67.1
19,Male,186,81.1,23.4,General Fitness,4106,4,132,1728,80.7
49,Male,179,64.3,20.1,Muscle Gain,2467,4,356,1220,65.0
25,Male,175,52.9,17.3,General Fitness,4302,0,0,0,53.0
39,Female,197,125.7,32.4,General Fitness,3365,2,206,1660,126.3
23,Male,179,95.8,29.9,Weight Loss,1342,1,60,249,94.0
29,Female,176,126.1,40.7,General Fitness,4501,3,129,2163,125.3
57,Male,149,123.1,55.4,General Fitness,4947,6,636,4944,123.9
53,Female,160,68.2,26.6,General Fitness,4026,7,623,4487,68.3
32,Female,161,94.8,36.6,Muscle Gain,1636,4,388,3908,95.6
45,Female,176,48.3,15.6,Maintenance,4537,5,275,3945,48.3
35,Female,182,131.5,39.7,Weight Loss,1078,4,212,940,129.1
19,Male,176,80.4,26.0,Maintenance,3940,2,170,802,80.6
30,Male,196,79.4,20.7,General Fitness,3620,2,76,634,79.7
32,Male,164,70.3,26.1,General Fitness,3496,7,448,6307,70.8
37,Male,192,86.1,23.4,General Fitness,4800,0,0,0,85.3
46,Female,200,65.2,16.3,Maintenance,3329,0,0,0,65.4
59,Female,146,77.5,36.4,Muscle Gain,3722,5,300,3555,78.8
46,Female,164,120.0,44.6,Muscle Gain,3104,5,560,2145,121.5
20,Male,191,123.4,33.8,Weight Loss,1190,0,0,0,122.1
36,Female,162,70.4,26.8,Maintenance,1643,3,285,1047,69.9
20,Male,145,86.9,41.3,Muscle Gain,2486,5,350,2035,87.5
31,Female,173,127.4,42.6,Weight Loss,3089,0,0,0,127.0
57,Female,173,45.3,15.1,General Fitness,2509,4,252,1264,45.8
21,Female,163,128.9,48.5,General Fitness,4244,0,0,0,128.9
28,Female,188,61.9,17.5,Weight Loss,3726,6,672,1482,60.1
48,Female,184,107.9,31.9,Muscle Gain,4321,3,156,1941,108.0
60,Male,150,98.3,43.7,Maintenance,4581,0,0,0,98.4
49,Female,188,95.3,27.0,Weight Loss,3549,0,0,0,95.1
44,Male,183,125.9,37.6,Muscle Gain,2216,4,396,1968,127.4
47,Male,194,50.2,13.3,Weight Loss,1789,5,435,3120,46.7
60,Male,198,74.7,19.1,Muscle Gain,4978,4,352,2864,75.3
19,Male,190,93.8,26.0,General Fitness,3797,6,330,4866,92.1
26,Male,152,121.1,52.4,Weight Loss,1741,6,306,2424,117.9
45,Male,168,61.6,21.8,Maintenance,3212,7,819,2653,62.7
48,Male,164,120.3,44.7,Weight Loss,3802,4,276,2912,117.6
51,Male,198,80.0,20.4,General Fitness,1089,0,0,0,80.1
32,Female,158,58.9,23.6,General Fitness,2714,4,160,2796,58.3
42,Female,149,115.9,52.2,Muscle Gain,1986,2,76,614,117.3
53,Male,185,49.1,14.3,General Fitness,4129,1,41,389,48.9
25,Male,184,91.5,27.0,Muscle Gain,4334,1,55,379,92.7
26,Male,178,46.4,14.6,General Fitness,1647,4,268,3840,46.0
54,Female,160,75.6,29.5,Muscle Gain,3797,5,160,4810,76.1
56,Female,189,100.1,28.0,Maintenance,1818,3,132,657,101.0
49,Male,151,95.6,41.9,Muscle Gain,1242,6,456,3348,96.5
34,Male,160,80.5,31.4,Muscle Gain,3710,4,136,3232,81.9
52,Female,151,82.9,36.4,Maintenance,3905,5,415,4665,82.9
54,Female,171,62.7,21.4,Muscle Gain,2899,4,212,3420,63.4
36,Male,158,85.6,34.3,Muscle Gain,4830,0,0,0,87.7
46,Male,158,135.3,54.2,Maintenance,1218,6,372,3126,136.3
24,Male,188,125.0,35.4,General Fitness,1008,6,696,2802,124.8
45,Male,177,54.5,17.4,Weight Loss,1429,5,515,3130,52.4
26,Female,177,43.0,13.7,Muscle Gain,4877,6,516,2970,42.8
45,Female,188,133.4,37.7,General Fitness,4950,3,243,2136,132.2
23,Male,164,92.7,34.5,Weight Loss,1012,4,372,3076,89.2
46,Male,197,93.8,24.2,Maintenance,2798,2,144,1172,92.9
34,Male,191,118.1,32.4,Muscle Gain,3954,5,550,2315,118.4
33,Female,180,71.5,22.1,Muscle Gain,4017,1,73,289,72.1
40,Male,151,88.2,38.7,Maintenance,4296,5,595,3435,88.1
48,Male,176,136.9,44.2,Muscle Gain,4814,7,826,5502,138.0
20,Male,192,107.2,29.1,Weight Loss,1689,2,130,920,106.2
38,Female,147,55.4,25.6,Weight Loss,2782,6,246,4122,51.1
43,Male,183,53.3,15.9,Maintenance,4138,7,595,6951,53.3
53,Female,173,60.4,20.2,Muscle Gain,4880,2,64,1080,60.7
59,Male,168,116.7,41.3,General Fitness,4740,6,474,3168,116.2
54,Male,166,69.5,25.2,Muscle Gain,1676,2,116,1200,70.6
39,Male,150,42.1,18.7,Maintenance,4574,3,351,1668,41.4
59,Female,192,134.4,36.5,General Fitness,3231,3,336,2862,134.0
29,Male,168,57.0,20.2,Weight Loss,2004,5,530,3490,53.5
59,Male,184,41.0,12.1,Weight Loss,1207,7,315,4438,41.8
30,Female,167,63.7,22.8,General Fitness,3575,3,207,954,64.0
28,Female,198,63.5,16.2,General Fitness,2323,1,56,246,62.7
33,Female,182,82.2,24.8,Maintenance,3865,7,693,2569,82.2
25,Male,154,132.0,55.7,Muscle Gain,2002,6,426,3282,132.9
57,Female,160,127.9,50.0,Weight Loss,4312,0,0,0,125.8
57,Male,155,85.7,35.7,Muscle Gain,3502,5,195,3690,86.4
19,Female,176,81.1,26.2,Weight Loss,2765,4,268,1980,79.2
47,Female,189,95.5,26.7,Muscle Gain,3949,4,148,2848,96.5
47,Female,150,64.3,28.6,Weight Loss,2553,5,235,1865,61.8
29,Male,168,45.2,16.0,Muscle Gain,2682,0,0,0,45.7
27,Male,177,133.9,42.7,Maintenance,3291,4,348,3512,134.4
28,Male,197,58.7,15.1,Weight Loss,4634,5,475,3645,55.7
32,Male,195,59.8,15.7,Maintenance,2985,5,365,4010,58.9
33,Male,156,87.2,35.8,Weight Loss,1770,2,226,1004,85.5
34,Male,200,89.2,22.3,Weight Loss,1237,1,103,401,87.5
43,Male,171,41.8,14.3,Weight Loss,4317,7,266,5124,41.2
19,Male,182,54.8,16.5,Muscle Gain,3392,4,308,1420,56.2
29,Male,162,77.8,29.6,Weight Loss,4555,1,68,213,76.9
43,Female,189,108.4,30.3,Maintenance,3357,6,708,1314,107.6
40,Female,183,62.8,18.8,Muscle Gain,2584,5,590,4775,64.2
35,Male,199,82.3,20.8,Muscle Gain,2307,0,0,0,82.7
49,Male,157,95.7,38.8,Weight Loss,3085,5,175,1860,92.7
55,Male,197,128.9,33.2,General Fitness,2819,4,236,2576,128.5
20,Male,184,72.6,21.4,Muscle Gain,1031,1,103,321,74.9
55,Female,174,53.4,17.6,Weight Loss,4314,2,94,1392,51.2
20,Female,197,88.9,22.9,Maintenance,4624,7,504,2681,88.5
47,Male,193,114.7,30.8,General Fitness,1291,2,124,1558,114.9
18,Female,185,51.0,14.9,Muscle Gain,4686,5,410,4350,52.3
47,Female,196,82.5,21.5,General Fitness,1291,0,0,0,82.5
49,Male,157,41.8,17.0,Muscle Gain,2642,6,288,2280,41.6
45,Male,178,43.4,13.7,General Fitness,3805,7,812,4151,43.9
38,Male,180,88.3,27.3,General Fitness,2405,3,294,1776,88.3
30,Male,174,69.8,23.1,Maintenance,4670,4,220,2188,70.2
44,Female,169,124.5,43.6,General Fitness,1577,5,290,3375,124.5
53,Male,146,100.2,47.0,Maintenance,2161,2,106,680,101.2
24,Female,180,85.4,26.4,Weight Loss,4909,2,70,1458,84.6
39,Male,162,80.8,30.8,Muscle Gain,2223,0,0,0,81.5
27,Female,149,89.7,40.4,Maintenance,4406,2,136,1566,88.8
56,Male,163,44.0,16.6,Muscle Gain,3652,4,132,2680,44.4
32,Male,186,129.3,37.4,Maintenance,1446,0,0,0,129.2
32,Female,162,139.8,53.3,Muscle Gain,4419,1,77,972,140.1
21,Female,176,58.1,18.8,Maintenance,1277,0,0,0,58.1
49,Female,165,52.0,19.1,Muscle Gain,4041,6,330,2052,53.2
40,Male,154,54.4,22.9,Weight Loss,3579,4,432,3624,51.5
23,Female,181,106.1,32.4,Muscle Gain,2824,6,636,2070,106.8
41,Female,193,106.1,28.5,Weight Loss,2422,4,276,1972,104.5
37,Female,166,124.8,45.3,Weight Loss,4462,1,115,737,124.0
54,Female,157,115.2,46.7,Weight Loss,1983,5,530,3540,112.5
37,Female,199,85.0,21.5,General Fitness,3649,0,0,0,85.0
29,Female,161,101.3,39.1,Muscle Gain,3609,4,272,3080,101.3
50,Female,153,108.8,46.5,General Fitness,4081,4,440,3052,108.7
45,Female,168,91.3,32.3,General Fitness,3638,1,68,616,91.7
25,Female,188,87.6,24.8,Muscle Gain,2572,3,231,2580,88.0
18,Male,158,104.5,41.9,Weight Loss,1058,0,0,0,103.0
54,Male,190,95.7,26.5,General Fitness,4159,7,441,3619,95.2
39,Female,152,104.4,45.2,General Fitness,1458,4,200,1032,104.3
23,Male,199,101.3,25.6,Maintenance,1103,2,108,914,101.7
38,Male,181,111.9,34.2,Muscle Gain,1830,1,118,992,112.9
49,Female,163,104.3,39.3,General Fitness,1788,3,153,1872,103.7
52,Female,172,92.0,31.1,Muscle Gain,3151,3,156,2190,93.3
32,Female,190,108.2,30.0,Muscle Gain,4325,1,54,365,109.5
22,Female,185,84.9,24.8,General Fitness,1741,3,321,672,85.5
23,Female,174,64.2,21.2,Muscle Gain,4406,4,428,812,65.3
42,Female,151,40.1,17.6,Weight Loss,4534,3,165,606,40.3
57,Male,170,96.0,33.2,General Fitness,2572,0,0,0,95.0
46,Female,184,99.1,29.3,General Fitness,3348,7,833,3927,98.0
24,Male,190,137.2,38.0,General Fitness,3701,2,134,1136,136.7
57,Female,198,76.1,19.4,Maintenance,1554,7,805,5166,76.2
30,Female,190,79.4,22.0,Maintenance,1627,7,441,3815,78.6
55,Male,155,60.2,25.1,Maintenance,4412,4,472,3720,59.5
35,Female,158,47.1,18.9,Maintenance,4563,1,106,243,47.5
19,Female,165,117.3,43.1,General Fitness,2107,2,204,1846,117.2
25,Male,152,65.0,28.1,Weight Loss,3976,5,220,3815,61.9
28,Female,147,100.9,46.7,Muscle Gain,4330,4,292,1408,102.3
50,Male,172,108.8,36.8,Muscle Gain,3407,2,78,802,109.3
55,Female,173,87.1,29.1,General Fitness,3134,3,198,1560,87.3
44,Female,167,127.6,45.8,Weight Loss,1427,5,180,3315,124.1
37,Male,162,84.4,32.2,Muscle Gain,3414,1,61,210,86.1
29,Female,179,68.5,21.4,Weight Loss,3390,1,40,779,67.1
60,Male,157,129.6,52.6,General Fitness,3394,7,539,2982,130.2
48,Male,156,126.2,51.9,Maintenance,2826,0,0,0,125.6
44,Male,191,56.4,15.5,Weight Loss,2944,3,231,1596,54.6
